userName,score,at,content
Pengguna Google,4,2026-04-01 08:09:22,smkin d tingkatkan kinerja nya
Pengguna Google,5,2026-04-01 08:06:28,pokoknya sangat... dan sangat membantu😊👍👍👍
Pengguna Google,4,2026-04-01 08:02:13,ok lah drpd ACI
Pengguna Google,5,2026-04-01 07:53:45,bagus gampang
Pengguna Google,4,2026-04-01 07:42:13,"selaku pelanggan lama gojek agak kecewa ...krn sekarang sepeda listrik masuk k goride comfort, jujur gak nyaman tempat dudukan nya...bikin pinggang sakit..apalagi klo ada jln raya nya gak mulus sakit semua setelah naik goride comfort sepesa listrik...mohon d ubah donk gojek...please"
Pengguna Google,5,2026-04-01 07:37:49,Pelayanan dan promo sudah baik
Pengguna Google,5,2026-04-01 07:35:28,....aman dan bertanggung jawab👍
Pengguna Google,5,2026-04-01 07:26:26,pelayanan driver nya bagus
Pengguna Google,4,2026-04-01 07:24:38,ok
Pengguna Google,5,2026-04-01 07:20:20,mantap
Pengguna Google,5,2026-04-01 07:17:21,bagus
Pengguna Google,2,2026-04-01 07:04:15,Terkadang gojek ini tidak pake baju gojek pakek baju biasahh kann risihhh kalo di gonceng
Pengguna Google,1,2026-04-01 07:03:35,"lambat, aplikasi GK jelas ada driver di samping malah di kasih yang 1,9km gila gila. dah malah telat lagi bujg"
Pengguna Google,5,2026-04-01 07:01:58,asik supirnya sama2 pernah di palembang
Pengguna Google,3,2026-04-01 07:01:24,ni aplikasi kalau di gunakan pagi hari suka aja buat org telat!!!
Pengguna Google,5,2026-04-01 06:54:51,Suka banget 👍
Pengguna Google,4,2026-04-01 06:53:27,kadang lama dapet driver nya
Pengguna Google,1,2026-04-01 06:52:15,"driver lu pada manja manja, seenak jidat ngelayanin cust"
Pengguna Google,3,2026-04-01 06:46:48,aplikasi lambat
Pengguna Google,5,2026-04-01 06:45:17,tumben gak ada promo hemat nih min hehhehehrhehhe biasanya ada kembali ke harga normal ya?
Pengguna Google,1,2026-04-01 06:40:18,"mau pesen mobil susah banget udah pake mode pencairan cepat juga sama aja kalau misal ngak ada mobil,tulis aja ngak ada jadi kagak nunggu berjam² nyari kagak muncul²"
Pengguna Google,1,2026-04-01 06:39:06,alah ga berguna lu jadi aplikasi dasar tolol maaf maaf ga nyaman tolol lu makin kesini servernya makin jelek ga bermutu bikin telat gua brgkt kerja monyet lu
Pengguna Google,4,2026-04-01 06:36:06,parah driver sekarang pilih2 customer sama tarif tujuan ke sekolah pasti pelajar di cancel terus....kacau
Pengguna Google,1,2026-04-01 06:34:11,"kecewa banget sama gojek, driver nya gaada yg mau terima program hemat, mending gausah di adain aja sekalian, aku mau sekolah jadi telat dan kena marah, padahal udah 30 menit nunggu gaada yg mau ambil, dahlah uninstall aja"
Pengguna Google,1,2026-04-01 06:29:46,aplikasi paling lelet setiap pagi susah mencari driver sekali dapet langsung di cancel
Pengguna Google,1,2026-04-01 06:20:08,"Tukang Ojeknya sekarang banyak yang ga mau narik , mending pecat pecatin aja biar pada nganggur lagi"
Pengguna Google,5,2026-04-01 06:20:07,👍🏻👍🏻👍🏻👍🏻👍🏻
Pengguna Google,2,2026-04-01 06:04:55,"lelet,mahal,jarak cuma 1km semahal itu"
Pengguna Google,5,2026-04-01 06:01:16,keren
Pengguna Google,5,2026-04-01 06:00:11,"aplikasi jelek, cuman buat telat aja, ga bisa diandelin, banyak driver yang lebih dekat tapi disambungin sama driver yang paling jauh"
Pengguna Google,1,2026-04-01 05:40:33,"layanan semakin buruk, baik dari layanan aplikasi yang semakin mahal dan banyak tarif lainnya serta pengemudi sekarang yg kurang loyal. saya pikir ini terjadi karena kebijakan dari gojek sendiri"
Pengguna Google,5,2026-04-01 05:17:55,kecintaan makhluk magerr
Pengguna Google,1,2026-04-01 04:32:50,"login awal susah sekalinya gagal langsung nunggu 60 menit , kecewa 😑😑"
Pengguna Google,5,2026-04-01 04:13:07,Sangat bermanfaat
Pengguna Google,4,2026-04-01 03:51:27,"tolong untuk para driver nya di cek lagi, banyak sekali yang di luar ekspektasi, dateng pakai sendal lah, celana pendek, spion kiri gak ada, gak pake jaket go jek, sambil ngerokok, kalau perlu yang rate di bawah 4, langsung di Shut down akun nya"
Pengguna Google,5,2026-04-01 03:50:02,"Smoga sukses n Sistem tolong di Rubah untuk Promo & Voucher khusus Coustumer or Pengguna Aplikasi Go-Jek Pelanggan,untuk Pemesanan or Orderan jngn terlalu Kelamaan untuk Mendapatkan Driver or pun untuk Pengantaran dri Driver. Spaya Mempermudah & Melancarkan untuk Pemesanan dri Aplikasi Go-jek. Trimakasih..."
Pengguna Google,1,2026-04-01 02:25:06,"driver nya parah , g ada yg mau ambil padahal saya sdh minta tolong tapi g Da yg mau"
Pengguna Google,1,2026-04-01 02:20:02,"Saya bayar, sebelum bayar udah dipastikan voucher nempel. Pas udah bayar, malah voucher gak dihitung nempel & gak dpt cashback. Aplikasi Penipu!! 👎👎👎👎👎 sekarang ditambah lelet banget aplikasinya. 👎👎👎👎👎"
Pengguna Google,1,2026-04-01 01:41:47,22o
Pengguna Google,5,2026-04-01 01:29:10,ok
Pengguna Google,5,2026-04-01 01:23:36,makin keerrreen aplikasi nya
Pengguna Google,1,2026-04-01 01:20:51,"TOLONG DONG UNTUK DEVELOPER / IT SUPPORT / SEARCH ENGINE APLIKASI GO JEK, ini loh banyak sekali dari oknum driver kalian yang masih tidak tau aturan lalu lintas ( lampu lalu lintas, Marka jalan, symbol plang di pinggir jalan, dll ) tolong untuk lebih di ketatkan lagi dan apalagi banyak oknum yg provok. Dan tolong juga nih di perhatiin untuk costum drivernya kalau bisa di berikan gratis/berbayar dalam jangka waktu 1-3 tahun sekali,karna banyak driver kalian yg costumnya udh rusak/sobek/dll.makasi"
Pengguna Google,1,2026-04-01 01:04:52,ga ada perubahan. klo complain ke cs pun ga akan ngasih solusi yg terbaik buat cust. mendung dikit aja pasti susah dpt driver. jarang bgt juga dapet driver yg ramah & sopan. intinya kureng makanya ku pindah ke sebelah
Pengguna Google,1,2026-04-01 00:53:47,diskon nya tidak ada dan gratis ongkir nya sangat sedikit
Pengguna Google,5,2026-04-01 00:29:52,sesuai kemauan konsumen👍👍
Pengguna Google,5,2026-04-01 00:22:03,nicee
Pengguna Google,1,2026-04-01 00:06:43,apk goblok di nteni suene neni malah raono tukang ngeterno ne picek tuwas ngenteni kaliren
Pengguna Google,2,2026-04-01 00:03:02,anehh padahal ga pake ongkir hemat pun dapet drivernya susah bgttt bisa sampe 2 jam 😭
Pengguna Google,1,2026-04-01 00:00:37,"3 jam nunggu driver ga ada driver mulu, error ni apk"
Pengguna Google,5,2026-03-31 23:57:17,selalu pajak Gocar
Pengguna Google,5,2026-03-31 23:36:16,Bagus
Pengguna Google,1,2026-03-31 23:22:08,jelek banget malam dikit susah dapat driver norak
Pengguna Google,1,2026-03-31 23:21:52,Entah sistemnya yang bobrok atau gimana ya sampai driver goride dll pada gamau ambil orderan.. kadang tuh klo urgent kita jadi bingung.. udah males pake gojek kalau nunggu goride aja bisa sampe 10 menitan gada yang mau angkut padahal harganya udh naik banget.. alhasil ku pilih ijo yg disebelah bayar pake cash yang penting cepet dapet drivernya.. sangat mengecewakan gojek sekarang.. jangan kebanyakan korup makanya.. 🙏
Pengguna Google,1,2026-03-31 23:01:51,"udah di apdet pula, apdet mulu anying, nunggu 1 jam gila', februari 31 maret 2026, gak tawu gak mood gua lapar dan gua udah pesen makanan dari resto lain, disuruh nunggu driver sebelum makanannya di kemas, padahal mah resto lain s.o.p nya kagak gitu, inisial geprek bassmallah, + juga kagak bisa di pencet untuk chat resto gila' kontlolodon apatis kelen, yaelah kesalahan sistem anying harus out dulu dari gojek, karena warungnya lupa matiin kontlolodon"
Pengguna Google,5,2026-03-31 22:51:48,LauMayanLah' dariPada LauManyunLah..
Pengguna Google,5,2026-03-31 22:43:18,"sangat membantu dalam banyak aktifitas, pergi pesen makan atau minum dan progam program lain nya."
Pengguna Google,5,2026-03-31 22:30:54,Tolong kesejahteraan driver di perhatikan ya. bisnis memang cari untung sebanyak. tapi jangan lupa jasa driver yang jadi ladang penghasilan gojek. terimakasih.
Pengguna Google,5,2026-03-31 22:17:00,cepat
Pengguna Google,1,2026-03-31 22:12:47,"Gatau kenapa udah hampir semingguan ini susah dapat driver, kata nya karena ada kebijakan sistem (dari komen driver di tik tok) yang membuat driver cuman dapat sedikit dari hasil."
Pengguna Google,3,2026-03-31 22:04:11,"Lama susah cari driver ketika di butuhin, kadang sampe sejam"
Pengguna Google,1,2026-03-31 22:00:40,mending pake ijo sebelah lebih manfaat . ini aplikator korup.
Pengguna Google,5,2026-03-31 21:57:49,oke
Pengguna Google,2,2026-03-31 21:34:45,GOJEK BIKIN FITUR BUAT PEMBATALAN GOFOOD DONG! SUSAH BANGET KALO SALAH PESANAN MAU NGEBATALINNYA KUDU NUNGGU 1 JAM ORANG UDAH MATI KELAPARAN. KALO TERLALU JAUH TUH DRIVER GAADA YANG MAU AMBIL PESANAN! KITA KONSUMEN JUGA KALO UDAH KELAPARAN SUKA GA BACA ALAMAT WARUNG NYA
Pengguna Google,5,2026-03-31 21:31:40,sipo
Pengguna Google,5,2026-03-31 21:30:04,bagus pelayanan nya
Pengguna Google,5,2026-03-31 21:14:14,ramah
Pengguna Google,5,2026-03-31 21:12:19,ok
Pengguna Google,5,2026-03-31 21:03:38,wah
Pengguna Google,5,2026-03-31 21:01:09,sangat membantu dalam kegiatan sehari hari
Pengguna Google,5,2026-03-31 21:00:54,ok
Pengguna Google,5,2026-03-31 20:58:25,"kalo buat pesen gofood selalu lama banget nganternya dan dapet drivernya juga suka lama bahkan sampe gak dapet driver dan kalo pesen buat nganter orang juga lama dan selalu dapet driver yang jaraknya jauh-jauh, sama kalo pembayaran menggunakan cash driver selalu bilang gak ada kembalian terus sebel jadinya😡😡😡😡"
Pengguna Google,5,2026-03-31 20:57:25,Good... 👍
Pengguna Google,4,2026-03-31 20:46:16,"sekarang susah cari driver, dapat kadang posisi jauh2"
Pengguna Google,5,2026-03-31 20:43:19,"hem, bagus"
Pengguna Google,1,2026-03-31 20:36:12,"lumayan kecewa gw ama sistem aplikasi, utk cari go ride susah sekali dan selalu dapat yang jauh-jauh. belum lagi tiba tiba drivernya cancel walaupun deket. kecewa gw anjg ama sistem apk ini"
Pengguna Google,3,2026-03-31 20:22:13,kenapa ya gofood sekarang susah banget untuk dapat driver?
Pengguna Google,5,2026-03-31 20:20:54,memuaskan
Pengguna Google,1,2026-03-31 20:14:02,"susah bgt dapat driver food, mana gk bsa cancel lagi hrus nunggu 1 jam lebih baru bisa di cancel. tolong ubah dong sistemnya bisa di cancel 15 menit paling lama. ini gmna sih kecewa bgt. dlu aman2 aja skrng knpa bisa gini."
Pengguna Google,5,2026-03-31 19:51:45,"pelayanan cepat, tidak ada bug, gacor"
Pengguna Google,1,2026-03-31 19:34:13,kalau pagi sulit buat dapat gojek & sering di minta cancel oleh driver
Pengguna Google,1,2026-03-31 19:34:12,"mohon untuk di atasi untuk penjemputan yang lama,di karenakan memakan waktu dan tidak worth it dengan harga yang di berikan kepada customer, di mohon untuk pihak Go-Jek melakukan pembenahan agar customer tidak harus menunggu lama dan jenuh, jika menunggu 5 menit untuk mendapatkan driver baik baik saja, tapi ini lebih dari 30 menit, bahkan sampai 1 jam lebih menunggu driver yang tidak kunjung datang, jadi mohon di dengar untuk keluhan user/pengguna"
Pengguna Google,3,2026-03-31 19:25:04,lama kalo cari driver nya
Pengguna Google,2,2026-03-31 19:22:42,ini kenapa sih aplikasi nya di download ga jalan jalan padahal internet lancar
Pengguna Google,4,2026-03-31 19:20:43,sayang nya mahal ongkir makan
Pengguna Google,5,2026-03-31 19:17:16,emang oke gojeknya tepat waktu ramah baik
Pengguna Google,1,2026-03-31 19:00:08,Aplikasi susah sinyal
Pengguna Google,5,2026-03-31 18:55:33,mantap
Pengguna Google,5,2026-03-31 18:53:17,bagus
Pengguna Google,1,2026-03-31 18:46:15,dapet driver lama banget sumpah bikin telat aja
Pengguna Google,5,2026-03-31 18:36:49,"baguss bangett, banyak promo, ga nyesel download gojek selama ini. ter the best💗✨"
Pengguna Google,1,2026-03-31 18:34:46,"susah mendapatkan driver, saya kesulittan untuk berangkat atau pepergian, karna tidak ada driver yang mengambil orderan"
Pengguna Google,5,2026-03-31 18:34:33,menyenangkan
Pengguna Google,5,2026-03-31 18:33:44,dr 2017 SMP skarang 2026 best dll pkai apk gojekkk
Pengguna Google,5,2026-03-31 18:31:54,cepat sampai tujuan
Pengguna Google,2,2026-03-31 18:29:20,knp selalu menyediakan promo & fitur goride hemat padahal pengemudi jarang yg mau ambil. Klo fitur hemat driver sering nolak. Buang2 waktu apalagi udah ditunggu ujung2 nya cancel sepihak!!
Pengguna Google,5,2026-03-31 18:13:17,nyaman
Pengguna Google,3,2026-03-31 18:01:14,"Aplikasi nya bagus, tapi tolong masa karena sistem nya error gara gara pesan makanan lewat go food"
Pengguna Google,5,2026-03-31 17:53:18,akhirnya aplikasi nya kembali normal lagi
Pengguna Google,5,2026-03-31 17:47:44,kewrennn
Pengguna Google,5,2026-03-31 17:40:25,Make everything easier.
Pengguna Google,5,2026-03-31 17:34:29,aplikasi ini sangat baik untuk di gunakan
Pengguna Google,1,2026-03-31 17:23:14,"Udah ke sekian kalinya saya memesan makanan udah nunggu beberapa menit tapi driver gak di temukan ini gimana !, pada kemana coba padahal perkota kan banyak"
Pengguna Google,5,2026-03-31 17:19:47,Good job bro
Pengguna Google,5,2026-03-31 17:07:16,ok lah
Pengguna Google,2,2026-03-31 17:06:13,"hadeu sangat susah dapat driver padahal lokasi para driver nya dekat, tolong d perbaiki lagi"
Pengguna Google,5,2026-03-31 16:58:17,bagus bisa beli yang kita mau
Pengguna Google,5,2026-03-31 16:49:27,TOP
Pengguna Google,5,2026-03-31 16:44:11,pokoknya bagus
Pengguna Google,5,2026-03-31 16:43:55,pokok nya baguss
Pengguna Google,5,2026-03-31 16:36:36,nyaman
Pengguna Google,5,2026-03-31 16:33:23,baik
Pengguna Google,5,2026-03-31 16:33:09,semoga semakin sukses di dalam melayani dan semakin baik
Pengguna Google,1,2026-03-31 16:20:04,gojek bnyk penipuannya y skrng
Pengguna Google,2,2026-03-31 16:17:49,aplikasinya sekarang ndak sip
Pengguna Google,1,2026-03-31 16:10:05,entahlah kalo mulai mendung para driver pilih2 penumpang
Pengguna Google,1,2026-03-31 16:08:45,"kesan pertama mengecewakan, dikasih promo tapi dapet driver yang aneh, pertama abangnya gak jalan2 dan kedua juga sama, tunggu lama gak jalan juga dan baru driver ke 3 tanpa promo drivernya baru reapon cepet dan langaung jalan"
Pengguna Google,5,2026-03-31 15:56:29,bagus nganterin saya 🙋kapan saja
Pengguna Google,1,2026-03-31 15:53:28,mana no customer service gojek driver nya?
Pengguna Google,5,2026-03-31 15:43:37,pelayanan bagus👍🏻🙂
Pengguna Google,5,2026-03-31 15:38:35,"banyak promo, mantapppp🔥"
Pengguna Google,1,2026-03-31 15:35:19,drivernya Ndak sopan karna motornya hampir nyeruduk pintu kaca apotek.
Pengguna Google,1,2026-03-31 15:28:38,gajelas driver pilih pilih banget aplikasi gj hapus dri playstore aj
Pengguna Google,5,2026-03-31 15:07:31,"good aplikasi, rekomendasi untuk yang mau berpergian"
Pengguna Google,5,2026-03-31 15:07:22,good
Pengguna Google,5,2026-03-31 15:04:22,suka dg aplikasi ini sangat membantu
Pengguna Google,5,2026-03-31 14:54:38,terimakasih Sampai tepat waktu
Pengguna Google,5,2026-03-31 14:49:03,ok mantap
Pengguna Google,5,2026-03-31 14:45:22,pelayan aman sopan
Pengguna Google,5,2026-03-31 14:43:02,Bagus dan cepat saat memesan gojek dan prosesnya tidak lama
Pengguna Google,3,2026-03-31 14:35:46,"kenaoa aplukasunya dibuka lelet banget serink blank putih,padahal saya sering banget pakai gojek"
Pengguna Google,5,2026-03-31 14:33:10,sangat membantu disaat saat yg mendedak
Pengguna Google,5,2026-03-31 14:30:07,bagus
Pengguna Google,5,2026-03-31 14:28:44,good
Pengguna Google,5,2026-03-31 14:26:22,aplikasi terbaik dan terbagus
Pengguna Google,5,2026-03-31 14:10:58,terima kasih
Pengguna Google,5,2026-03-31 14:10:52,memuaskan
Pengguna Google,1,2026-03-31 14:01:18,"driver gojeknya kurang ajar, numpang berteduh di depan rmh orang tp motornya di naikin sampe hampir nyeruduk pintu rmh, di kasi tau baik2 malah nyolot. gimana sih ini gojek milih driver tp TDK sopan."
Pengguna Google,5,2026-03-31 13:59:19,Mantap...
Pengguna Google,5,2026-03-31 13:55:54,keren
Pengguna Google,5,2026-03-31 13:53:32,"ini aplikasi gocar saya ko gk bisa dipakai kenapa saldo saya masih banyak,, pengen ngamuk saya kalau gini, semakin error aja ini"
Pengguna Google,5,2026-03-31 13:46:15,sangat membantu
Pengguna Google,5,2026-03-31 13:45:56,memuaskan
Pengguna Google,5,2026-03-31 13:45:25,"Murah,cocok buat berangkat kerja"
Pengguna Google,4,2026-03-31 13:38:17,bagus
Pengguna Google,4,2026-03-31 13:34:16,"Solusi terbaik,untuk menghemat waktu"
Pengguna Google,5,2026-03-31 13:32:22,bagus aplikasinya lancar buat transportasi luar maupun dalam kota.
Pengguna Google,5,2026-03-31 13:24:54,Bagus banget cepat
Pengguna Google,5,2026-03-31 13:24:09,BESSSSSTTTTT
Pengguna Google,5,2026-03-31 13:18:12,ya gitu deh
Pengguna Google,5,2026-03-31 13:11:19,baguss
Pengguna Google,5,2026-03-31 12:56:45,cakep
Pengguna Google,4,2026-03-31 12:56:32,good
Pengguna Google,5,2026-03-31 12:46:10,bagus
Pengguna Google,5,2026-03-31 12:46:02,sagat bagus dan membantu
Pengguna Google,5,2026-03-31 12:43:33,ok
Pengguna Google,3,2026-03-31 12:42:00,"order driver lama,kalo sekalinya dapet,jaraknya jauh,sama drivernya juga suka nge cancle,karna dari aplikasinya."
Pengguna Google,5,2026-03-31 12:36:30,terbantu sangat 1.untuk perantauan seperti saya terkadang jalan yang saya ga tau jadi tau 2. merasa aman ga takut kesasar 3. terbantu untuk transportasi umum bila butuh cepat dan tepat waktu
Pengguna Google,5,2026-03-31 12:30:34,mantappp
Pengguna Google,5,2026-03-31 12:27:32,grab lebih bagus ada fitur cod kadal Ama biawak
Pengguna Google,5,2026-03-31 12:21:42,mudah di dapat drivernya begitu juga metode pembayaran nya bisa tunai dan gopay
Pengguna Google,5,2026-03-31 12:10:52,orangnya ramah enak diajak komunikasih😍😍
Pengguna Google,4,2026-03-31 12:10:06,dapet driver jauh terus deh.
Pengguna Google,5,2026-03-31 12:07:09,sangat baik
Pengguna Google,5,2026-03-31 12:00:55,"Memudahkan kebutuhan kita sehari-hari, baik transportasi maupun pesan makan online"
Pengguna Google,1,2026-03-31 11:59:53,"saya beli kuota, malah nga masuk, aneh bgt, padahal saya pakai kerja lo, klo mau korup jangan sama rakyat kecil,"
Pengguna Google,5,2026-03-31 11:59:36,"Sangat memudahkan klo naik gojek atw gocar,cm klo anak saya mau brgkt sklh pg,knp GK ada yg mau order ya,apa ongkos nya murah.saran saya klo anak sklh pergi pg,tlg dong di respon,jd anak saya GK bolos lg."
Pengguna Google,5,2026-03-31 11:50:17,oke
Pengguna Google,5,2026-03-31 11:42:01,Pelayan & respon mantaps
Pengguna Google,1,2026-03-31 11:41:06,"driver pada males, pilih² orderan. kalo trip deket ga ada yang mau ambil"
Pengguna Google,5,2026-03-31 11:35:43,OK
Pengguna Google,1,2026-03-31 11:31:36,"login akun dan memetakan lokasi lama untuk penguna baru. bisa 10menit+. alasan jaringan ngak ada, padahal bagus lancar"
Pengguna Google,1,2026-03-31 11:06:34,"tengah malem laper susah nyari driver, sampe tokona tutup-_-"
Pengguna Google,5,2026-03-31 11:06:23,Nice aplication easy for Journey
Pengguna Google,5,2026-03-31 10:54:20,banyakin promo
Pengguna Google,5,2026-03-31 10:35:28,mantap
Pengguna Google,1,2026-03-31 10:35:26,app status Mitra rasa karyawan kebijakannya sangat jelek
Pengguna Google,2,2026-03-31 10:33:31,"payah susah dapet driver giliran dapet di cancel lagi mau ngirim barang susah bener bayar pake gopay gak bisa knp jadi banyak amat masalahnya akhir"" ini"
Pengguna Google,5,2026-03-31 10:27:34,good
Pengguna Google,5,2026-03-31 09:55:59,sangat suport nyaman dan aman
Pengguna Google,5,2026-03-31 09:53:14,muantap
Pengguna Google,5,2026-03-31 09:45:06,layanan cepat dan mudah
Pengguna Google,5,2026-03-31 09:35:58,baik
Pengguna Google,5,2026-03-31 09:24:58,ok
Pengguna Google,5,2026-03-31 09:19:45,aplikasi masa kini yang sangat membantu
Pengguna Google,5,2026-03-31 09:17:24,mantap pokoknya
Pengguna Google,1,2026-03-31 09:17:04,byk GOCAR SERING MENYETUJUI tp tdk merespon chat dan tdk datang
Pengguna Google,5,2026-03-31 08:43:55,ok
Pengguna Google,5,2026-03-31 08:40:46,👍
Pengguna Google,5,2026-03-31 08:13:56,Pokonya bagi saya pengguna Apknya bagus deh....
Pengguna Google,1,2026-03-31 08:05:52,Rating bagus tapi jadi yang paling sering dirugikan gojek.
Pengguna Google,1,2026-03-31 08:04:03,"sy pesan makanan dekat rumah tp malah drivernya ambil pesanan saya trus terima orderan lain dan itu lokasinya di Pallangga jauh dari lokasi saya di sungguminasa. mana drivernya gabisa dihubungi, anak saya sampe udah kambuh maagnya nungguin muntah-muntah dia, dan pesanan jg gabisa dibatalin terpaksa pesan dua kali tp bayarnya dua juga"
Pengguna Google,5,2026-03-31 07:36:22,Mantap
Pengguna Google,1,2026-03-31 07:17:14,Aplikasi penagih hutang
Pengguna Google,5,2026-03-31 07:14:58,👍👍👍
Pengguna Google,5,2026-03-31 07:14:27,Baik.
Pengguna Google,5,2026-03-31 07:13:37,"enak, murah, bisa paylater juga😍👍🏻"
Pengguna Google,5,2026-03-31 07:09:19,bisa diandalin saat keburu-buru
Pengguna Google,4,2026-03-31 07:06:50,"untuk anter sekolah anak driver jemput perjalanan 9 menit,sesek ngak tu... mau cancel kasihan nunggu kelamaan. apa ngak ada driver terdekat wooii...gojek"
Pengguna Google,5,2026-03-31 07:06:42,siiip
Pengguna Google,5,2026-03-31 06:57:09,sngat membantu
Pengguna Google,1,2026-03-31 06:55:46,"ngga ngerti lagi sama ini apk lelet bgt, udh pake harga yg paling mahal tapi ga dapet driver🥰🥰"
Pengguna Google,5,2026-03-31 06:54:47,ok
Pengguna Google,2,2026-03-31 06:51:39,kenapa sekarang pesen Go Ride itu lama banget gak ada yg ngambil pesenan yah... bayar dah normal kadang ngasih tip juga
Pengguna Google,1,2026-03-31 06:45:54,SEMAKIN MAHAL dan TIDAK REKOMEN 🥵
Pengguna Google,1,2026-03-31 06:41:40,lama dapet driver telat mulu anjjggg
Pengguna Google,1,2026-03-31 06:41:36,"pesanan lama, pas dapet driver posisi jauh , gojek udah bodoh"
Pengguna Google,1,2026-03-31 06:39:43,makin sulit cari driver perbaikin dong sistem nya kasian user yang jadi korban
Pengguna Google,1,2026-03-31 06:34:48,"lelet banget bikin sya telat sekolah,udh di booking dr awal waktu aja masi gada yg bsa d dapet"
Pengguna Google,3,2026-03-31 06:28:14,susah dapet gojeknya
Pengguna Google,3,2026-03-31 06:25:32,"sekarang nyari driver susah, pada ga MW ambil"
Pengguna Google,5,2026-03-31 06:23:38,tolong banget nih kak goride hemat tolong cepetin pencarian driver nya mak
Pengguna Google,2,2026-03-31 06:21:36,suka susah dapat driver gak rekomend bat payah
Pengguna Google,5,2026-03-31 06:20:56,puas
Pengguna Google,5,2026-03-31 06:17:42,ok
Pengguna Google,5,2026-03-31 06:16:08,mempercepat perjalanan apabila dibutuhkan
Pengguna Google,1,2026-03-31 06:08:03,"selalu susah dan tidak dapat driver kalo pagi pagi order, padahal pagi itu jam jam rawan anak mau berangkat sekolah... sekelas gojek ga ada yang bersedia"
Pengguna Google,1,2026-03-31 06:05:35,tolong lah gojek jangan rakus akhir akhir ini driver jadi makin jauh dapet lokasi saya tau maksud fitur yang baru yang tambah 3000 untuk cari driver lokasi dekat tapi bukan begini
Pengguna Google,5,2026-03-31 05:53:00,menyenangkan....
Pengguna Google,3,2026-03-31 05:52:28,"susah sekali dpt gojek, sudah pakai yg paling mahal pun ditolak, 30 menit nungguinnya."
Pengguna Google,4,2026-03-31 05:39:14,ini kenapa ya saldo kepotong 72.000 padahal order gocar gak dapat??? sudah yang kedua kalinya nihhh kacauuuu!!
Pengguna Google,1,2026-03-31 05:27:19,"hati2 para pelanggan, saya memakai app ini sdh sgt lama dan hr ini sy sgt kecewa krn 3 hari lalu sy memesan makanan tp 2 item oleh resto di bilang abis, bgtu makanan tiba sy byr driver lgsg tancap gas tanpa memberi sy uang kembalian dan lngsung di end chat. sy buat laporan hingga 3 hr bertele2 di minta foto berulang kali n di blg gk bs lapor sth 24 jam pdhl sy lapor saat itu jg tp pihak gojek yg sengaja meresponnya keesokan hari. Hati2 aja para pengguna app gojek jika beli makanan."
Pengguna Google,5,2026-03-31 05:18:56,👍
Pengguna Google,1,2026-03-31 04:59:47,"APK OJEK MAKIN GOBLOKKKKKK, GADA BAGUSNYA KNTL"
Pengguna Google,2,2026-03-31 04:52:13,driver nya pilih pilih
Pengguna Google,1,2026-03-31 04:49:04,"bnyak driver nakal,, diapliksi tulisnya 12rbu glirn byar mintanya 30rbu.hati"" klo plat beda dgn nmor yg trcntum diaplksi jgn mau.hnya modus."
Pengguna Google,1,2026-03-31 04:32:59,tolong drivernya yang kompeten saya sudah nunggu lama udah sampai di cancel
Pengguna Google,5,2026-03-31 02:59:51,great app
Pengguna Google,5,2026-03-31 02:14:52,mantp
Pengguna Google,1,2026-03-31 02:02:12,cs layanan nya jelek ga member solusi
Pengguna Google,5,2026-03-31 00:35:42,Bagus
Pengguna Google,5,2026-03-31 00:19:06,Bagus banget aplikasinya🥺
Pengguna Google,1,2026-03-31 00:01:01,Mulai bosok 🤣
Pengguna Google,5,2026-03-30 23:38:29,terimakasih
Pengguna Google,5,2026-03-30 23:32:37,segala sesuatu menjadi lebih mudah
Pengguna Google,4,2026-03-30 23:28:27,"bagus applikasi nya cuman buat gofood banyakin voucher gratis ongkir, untuk transaksi under 20 ribu dong 🙏🏻"
Pengguna Google,5,2026-03-30 23:12:01,mantaaaap
Pengguna Google,5,2026-03-30 22:58:52,"yaoooooo berguna banget buat aku yang suka mageran ini, pelayanan nya juga oke2"
Pengguna Google,5,2026-03-30 22:55:24,jos
Pengguna Google,1,2026-03-30 22:43:20,"Selama 10 Tahun Pake Gojek, Baru Sebulan ini merasa SANGAT KECEWA. 1. Argo Selangit tapi buat dapet Driver Lamanya minta ampun; sekalinya dapet Jauh, nunggu lagi; 2. Order Gofood juga susah buat dapet driver, harus nunggu 30-45 menit baru bisa cancel.. Itupun belum tentu dapet driver. Sekalinya dapet, mesti nunggu lagi makanan untuk dibuat; 3. Dari dulu kalo Hujan Lelet. Gojek Gak Menghargai Customer kalo begini caranya!!"
Pengguna Google,5,2026-03-30 22:34:32,MANTAAAAAP 👍
Pengguna Google,2,2026-03-30 22:29:38,tolong di perbaiki LG susah dapat driver Skali nya dapat lama jadi kesel
Pengguna Google,5,2026-03-30 22:27:36,mantul
Pengguna Google,1,2026-03-30 22:07:36,Putar-putar cari driver pembayaran tunai
Pengguna Google,5,2026-03-30 22:06:37,"u've to download it😙 update 30 Maret 2026, skrg pesan gofood mencari driver LAMAAA BANGET. itu tuh kenapa??? saya di fnb jg gitu, pesanan lama di pick up dan berujung cancel. toko rugi, buang waktu customer nunggu makanan."
Pengguna Google,1,2026-03-30 22:06:23,"lemot cari driver keburu asam lambung ,aplikasi nya yg lemot"
Pengguna Google,5,2026-03-30 21:50:01,smua baguss
